Champion,Ability Type,Ability Name,Description
Katarina,Passive,Voracity,"Whenever an enemy champion dies that Katarina has damaged recently, her remaining ability cooldowns are dramatically reduced.<br><br>If Katarina picks up a <font color='#FFF673'>Dagger</font>, she uses it to slash through all nearby enemies, dealing magic damage."
Katarina,Q,Bouncing Blade,Katarina throws a <font color='#FFF673'>Dagger</font> at the target that then bounces to nearby enemies before ricocheting onto the ground.
Katarina,W,Preparation,"Katarina gains a burst of Move Speed, tossing a <font color='#FFF673'>Dagger</font> into the air directly above herself."
Katarina,,Shunpo,"Katarina blinks to the target, striking it if its an enemy, or striking the nearest enemy otherwise."
Katarina,Ultimate,Death Lotus,"Katarina becomes a flurry of blades, dealing massive magic damage while she channels to the 3 nearest enemy champions."
Illaoi,Passive,Prophet of an Elder God,"Illaoi and the <font color='#669900'>Vessels</font> she creates spawn Tentacles on nearby impassible terrain. Tentacles swing at spirits, <font color='#669900'>Vessels</font>, and victims of Illaoi's Harsh lesson. Tentacles deal physical damage to enemies hit, and will heal Illaoi if they damage a champion."
Illaoi,Q,Tentacle Smash,"Increases the damage dealt by Tentacles. When activated, Illaoi smashes down a Tentacle that deals physical damage."
Illaoi,W,Harsh Lesson,"Illaoi leaps to her target, dealing physical damage and causing nearby Tentacles to also swing at the target."
Illaoi,E,Test of Spirit,"Illaoi rips the spirit from a foe's body, forcing it to stand before her. Spirits echo a percentage of the damage they take to the original target. If killed, or if the target gets too far from the spirit, the target will become a <font color='#669900'>Vessel</font> and begin spawning Tentacles."
Illaoi,Ultimate,Leap of Faith,"Illaoi smashes her idol into the ground, dealing physical damage to nearby enemies. A Tentacle spawns for each enemy champion hit."
Rell,Passive,Break the Mold,Rell's Attacks and Abilities deal additional magic damage and steal Armor and Magic Resist on hit.
Rell,Q,Shattering Strike,"Rell deals magic damage to units in a line, breaking their shields and stunning them. "
Rell,,Ferromancy: Crash Down,"Mounted: Rell Dismounts, crashing down in her armor, Knocking enemies up and gaining a large Shield. While dismounted, she gains Armor, Magic Resist, Attack Speed, and Attack Range, but is Slowed.<br><br>Dismounted: Rell forms her Mount, gaining a burst of speed and Knocking Up the next enemy she attacks.<br><br>"
Rell,E,Full Tilt,"Passive: Rell gains out of combat Move Speed.<br><br>Active: Rell and an ally gain ramping Move Speed, doubled toward enemies and each other. Her next Attack explodes, dealing magic damage.<br>"
Rell,Ultimate,Magnet Storm,"Rell explodes in a magnetic fury, violently Pulling nearby enemies toward herself. Then Rell constantly Drags nearby enemies toward herself for a short while, dealing magic damage over time."
Aatrox,Passive,Deathbringer Stance,"Periodically, Aatrox's next basic attack deals bonus <magicDamage>magic damage</magicDamage> and heals him, based on the target's max health. "
Aatrox,Q,The Darkin Blade,"Aatrox slams his greatsword down, dealing physical damage. He can swing three times, each with a different area of effect."
Aatrox,W,Infernal Chains,"Aatrox smashes the ground, dealing damage to the first enemy hit. Champions and large monsters have to leave the impact area quickly or they will be dragged to the center and take the damage again."
Aatrox,E,Umbral Dash,"Passively, Aatrox heals when damaging enemy champions. On activation, he dashes in a direction."
Aatrox,Ultimate,World Ender,"Aatrox unleashes his demonic form, fearing nearby enemy minions and gaining attack damage, increased healing, and Move Speed. If he gets a takedown, this effect is extended."
Lillia,Passive,Dream-Laden Bough,Hitting a champion or monster with a skill will deal additional max Health damage over time.
Lillia,Q,Blooming Blows,"Passively, Lillia gains stacking Move Speed when hitting enemies with spells. She can activate this to deal magic damage to nearby enemies, dealing extra true damage on the edge."
Lillia,W,Watch Out! Eep!,"Lillia deals damage in a nearby area, dealing heavy damage in the center."
Lillia,E,Swirlseed,"Lillia hurls a seed that damages and slows those it lands on. If it doesn't hit anything, it will continue rolling until it hits a wall or target."
Lillia,Ultimate,Lilting Lullaby,Lillia causes all enemies with Dream Dust on them to become Drowsy before falling asleep. Those enemies will take extra damage on being forcibly woken up.
Zyra,Passive,Garden of Thorns,"Seeds spawn around Zyra periodically, becoming faster with level. Zyra can cast Deadly Spines or Grasping Roots near seeds to grow plants, who fight for Zyra."
Zyra,Q,Deadly Spines,"Thick vines spread through the ground and explode into spines, dealing magic damage to enemies within the area. If cast near a seed, Deadly Spines grows a Thorn Spitter plant, which fires at enemies from afar."
Zyra,W,Rampant Growth,"Zyra plants a seed, lasting up to 60 seconds. Deadly Spines and Grasping Roots cast near seeds will turn them into plants who fight for Zyra. Zyra can store multiple seeds at once, and killing enemies reduces Rampant Growth's recharge time."
Zyra,E,Grasping Roots,"Zyra sends forth vines through the ground to ensnare her target, dealing damage and rooting enemies they come across. If cast near a seed, Grasping Roots grows a Vine Lasher, whose short range attacks reduce enemy Move Speed."
Zyra,Ultimate,Stranglethorns,"Zyra summons a twisted thicket at her target location, dealing damage to enemies as it expands and knocking them airborne as it contracts. Plants within the thicket are enraged."
Nilah,Passive,Joy Unending,Nilah gains increased experience from last-hitting minions along with the ability to enhance and share nearby healing and shielding from her allies.
Nilah,Q,Formless Blade,"With a snap of her whip-blade, Nilah damages any enemies she hits in a straight line in her chosen direction. This action extends her attack range for a short duration."
Nilah,W,Jubilant Veil,"Nilah envelops herself in mist, increasing her movement speed and allowing her to gracefully dodge all incoming attacks. Any allies she touches during the mist's duration will also gain this effect."
Nilah,E,Slipstream,"Nilah enthusiastically dashes toward her target, dealing damage to any enemies she passes through on the way."
Nilah,Ultimate,Apotheosis,"Twirling her whip-blade in joyful exuberance, Nilah deals damage to enemies around her before pulling them closer with her weapon."
Kled,Passive,"Skaarl, the Cowardly Lizard","Kled rides his trusty steed, Skaarl, who takes damage for him. When Skaarl's health depletes, Kled dismounts.<br><br>While dismounted, Kled's abilities change and he deals less damage to champions. Kled can restore Skaarl's courage by fighting enemies. At maximum courage, Kled remounts with a portion of Skaarl's health."
Kled,Q,Bear Trap on a Rope,"Kled throws a bear trap that damages and hooks an enemy champion. If shackled for a short duration, the target takes additional physical damage and is yanked toward Kled.<br><br>When dismounted, this ability is replaced by Pocket Pistol, a ranged gun blast that knocks back Kled and restores courage."
Kled,W,Violent Tendencies,Kled gains massive attack speed for four attacks. The fourth attack deals more damage.
Kled,E,Jousting,"Kled dashes, dealing physical damage and gaining a short burst of speed. Kled can cast this ability again to dash back through his initial target, dealing the same damage."
Kled,Ultimate,Chaaaaaaaarge!!!,"Kled and Skaarl charge to a location, leaving a speed-granting trail behind them and gaining a shield. Skaarl locks onto and rams the first enemy champion encountered."
Renekton,Passive,Reign of Anger,"Renekton's attacks generate Fury, increased when he is low on life. This Fury can empower his abilities with bonus effects."
Renekton,,Cull the Meek,"Renekton swings his blade, dealing moderate physical damage to all targets around him, and heals for a small portion of the damage dealt. If he has more than 50 Fury, his damage and heal are increased."
Renekton,,Ruthless Predator,"Renekton slashes his target twice, dealing moderate physical damage and stuns them for 0.75 seconds. If Renekton has more than 50 Fury, he slashes his target three times, destroying damage shields on the target, dealing high physical damage, and stunning them for 1.5 seconds."
Renekton,,Slice and Dice,"Renekton dashes, dealing damage to units along the way. Empowered, Renekton deals bonus damage and reduces the Armor of units hit."
Renekton,,Dominus,"Renekton transforms into the Tyrant form, gaining bonus Health and dealing damage to enemies around him. While in this form, Renekton gains Fury periodically."
Pantheon,Passive,Mortal Will,"Every few spells or attacks, Pantheon's next spell is empowered."
Pantheon,Q,Comet Spear,Pantheon either thrusts his spear or throws his spear in the chosen direction.
Pantheon,W,Shield Vault,"Pantheon dashes to a target, damaging and stunning them."
Pantheon,E,Aegis Assault,"Pantheon sets his shield, becoming invulnerable to damage from the front and striking repeatedly with his spear."
Pantheon,Ultimate,Grand Starfall,"Pantheon composes himself and then leaps into the air, landing at a chosen location as a comet."
Belveth,Passive,Death in Lavender ,Bel'Veth gains permanent attack speed stacks after taking down large minions and monsters and champions. She also gains temporary bonus attack speed after using an ability.
Belveth,Q,Void Surge,Bel'Veth dashes in a chosen direction and damages all enemies she passes through.
Belveth,W,Above and Below,"Bel'Veth slams her tail to the ground, damaging, knocking up, and slowing her enemies."
Belveth,E,Royal Maelstrom,"Bel'Veth roots herself in place, channeling a storm of slashes around her that targets the lowest-health enemy and grants her lifesteal and damage reduction."
Belveth,Ultimate,Endless Banquet,"Bel'Veth consumes Void coral remnants, transforming into her true form and increasing her max health, attack range, attack speed, and out-of-combat move speed. Consuming the Void coral remnants of a Void epic monster will grant her a longer ultimate duration, as well as the power to summon Void remora."
Fiddlesticks,Passive,A Harmless Scarecrow,Fiddlesticks' trinket is replaced by scarecrow effigies.
Fiddlesticks,Q,Terrify,"Fiddlesticks damaging enemies with spells while unseen or targeting an enemy with Terrify's activation strikes a target unit with fear, causing it to flee in terror for a duration."
Fiddlesticks,W,Bountiful Harvest,"Fiddlesticks drains health from nearby enemies, dealing bonus execute damage at the end of the duration."
Fiddlesticks,E,Reap,"Fiddlesticks slashes an area with its scythe, slowing all enemies hit and silencing enemies hit in the center of the slash."
Fiddlesticks,Ultimate,Crowstorm,"A murder of crows flock wildly around Fiddlesticks, dealing damage per second to all enemy units in the area."
Olaf,Passive,Berserker Rage,Olaf gains Attack Speed and Life Steal based on his missing Health.
Olaf,,Undertow,"Olaf throws an axe into the ground at a target location, dealing damage to enemies it passes through and reducing their Armor and Move Speed. If Olaf picks up the axe, the ability's cooldown is reset."
Olaf,,Tough It Out,Olaf's Attack Speed is increased and he gains a Shield.
Olaf,,Reckless Swing,"Olaf attacks with such force that it deals true damage to his target and himself, refunding the Health cost if he destroys the target."
Olaf,,Ragnarok,Olaf passively gains increased armor and magic resist. He can activate this ability to become immune to disables for as long as he keeps attacking.
Rakan,Passive,Fey Feathers,Rakan periodically gains a shield.
Rakan,Q,Gleaming Quill,Flings a magical feather that deals magic damage. Striking a champion or epic monster enables Rakan to heal his allies.
Rakan,W,Grand Entrance,"Dashes to a location, knocking up nearby enemies on arrival."
Rakan,E,Battle Dance,Flies to an allied champion granting them a shield. Can be re-cast for free for a short duration.
Rakan,Ultimate,The Quickness,"Gains Move Speed, charming and dealing magic damage to enemies touched."
Smolder,Passive,Dragon Practice,Hitting champions with Abilities and killing enemies with Super Scorcher Breath grants a stack of Dragon Practice. Stacks increase the damage of Smolders basic Abilities.
Smolder,Q,Super Scorcher Breath,"Smolder breathes fire on an enemy. As he gains more stacks, this ability becomes more powerful."
Smolder,W,Achooo!,Smolder lets out an adorable flaming sneeze that explodes when hitting enemy champions.
Smolder,E,"Flap, Flap, Flap",Smolder takes flight ignoring terrain and bombarding the lowest health enemy.
Smolder,Ultimate,MMOOOMMMM!,"Smolder calls his mom to breath fire from above, dealing extra damage and slowing enemies in the center of her fire."
Quinn,Passive,Harrier,"Valor, Quinn's Demacian eagle, periodically marks enemies as <font color='#FFF673'>Vulnerable</font>. Quinn's first basic attack against <font color='#FFF673'>Vulnerable</font> targets will deal bonus physical damage."
Quinn,Q,Blinding Assault,Quinn calls Valor to mark an enemy and hinder its vision before damaging all enemies in the immediate area.
Quinn,W,Heightened Senses,Passively grants Quinn Attack Speed and Move Speed after she attacks a <font color='#FFF673'>Vulnerable</font> target. Activate to have Valor reveal a large area nearby.
Quinn,E,Vault,"Quinn dashes to an enemy, dealing physical damage and slowing the target's Move Speed. Upon reaching the target, she leaps off the target, briefly interrupting it, and lands near her maximum Attack Range away from the target."
Quinn,Ultimate,Behind Enemy Lines,"Quinn and Valor team up to fly around at great speed.  Ending the ability casts Skystrike, which deals damage to nearby enemies and marks champions as Vulnerable."
Orianna,Passive,Clockwork Windup,Orianna's Attacks deal additional magic damage. This damage increases the more Orianna Attacks the same target.
Orianna,,Command: Attack,"Orianna commands her Ball to fire toward a target location, dealing magic damage to targets along the way (deals less damage to subsequent targets). Her Ball remains at the target location after."
Orianna,,Command: Dissonance,"Orianna commands her Ball to release a pulse of energy, dealing magic damage around it. This leaves a field behind that speeds up allies and slows enemies."
Orianna,,Command: Protect,"Orianna commands her Ball to attach to an allied champion, Shielding them and dealing magic damage to any enemies it passes through on the way. Additionally, the Ball grants additional Armor and Magic Resist to the champion it is attached to."
Orianna,,Command: Shockwave,"Orianna commands her Ball to unleash a shockwave, dealing magic damage and launching nearby enemies towards the Ball after a short delay."
Maokai,Passive,Sap Magic,"Maokai's basic attack also heals him and deals additional damage on a moderate cooldown. Each time Maokai casts a spell or is struck by an enemy's spell, this cooldown is reduced."
Maokai,Q,Bramble Smash,"Maokai knocks back nearby enemies with a shockwave, dealing magic damage and slowing them."
Maokai,W,Twisted Advance,"Maokai contorts into a mass of moving roots, becoming untargetable and dashing to the target. Upon arrival, he roots the target."
Maokai,E,Sapling Toss,Maokai flings a sapling to the target area to stand guard. More effective in brush.
Maokai,Ultimate,Nature's Grasp,"Maokai summons a colossal wall of brambles and thorns that slowly advances forwards, damaging and rooting any enemies in the path."
Xayah,Passive,Clean Cuts,"After using an ability, Xayah's next basic attacks will hit all targets along their path and leave a <font color='#C200E1'>Feather</font>."
Xayah,Q,Double Daggers,Xayah throws two damaging daggers that also drop Feathers she can recall.
Xayah,W,Deadly Plumage,Xayah creates a storm of blades that increase her Attack Speed and damage while also granting her Move Speed if she attacks a champion.
Xayah,E,Bladecaller,Xayah calls back all her dropped Feathers dealing damage and rooting enemies.
Xayah,Ultimate,Featherstorm,"Xayah leaps into the air becoming untargetable and throwing out a fan of daggers, dropping Feathers she can recall."
Rammus,Passive,Spiked Shell,Rammus gains bonus Attack Damage scaling with his Armor and Magic Resistance.
Rammus,,Powerball,"Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact."
Rammus,,Defensive Ball Curl,"Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resistance, and returning damage to enemies that attack him."
Rammus,,Frenzying Taunt,Rammus taunts an enemy champion or monster into a reckless assault against him.
Rammus,,Soaring Slam,"Rammus hops into the air and slams down at a target area, dealing magic damage and slowing enemies. If cast while Rammus is in Powerball, Rammus knocks up enemies near the center as well."
Galio,Passive,Colossal Smash,"Every few seconds, Galio's next basic attack deals bonus magic damage in an area."
Galio,Q,Winds of War,Galio fires two windblasts that converge into a large tornado that deals damage over time.
Galio,W,Shield of Durand,"Galio charges a defensive stance, moving slowly. Upon releasing the charge, Galio will taunt and damage nearby enemies."
Galio,E,Justice Punch,"Galio will briefly step back and charge, knocking up the first enemy champion he encounters."
Galio,Ultimate,Hero's Entrance,"Galio designates an ally's position as his landing spot, granting all allies in the area a magic shield. After a delay Galio smashes down location, knocking up nearby enemies."
MissFortune,Passive,Love Tap,Miss Fortune deals bonus physical damage whenever she basic attacks a new target.
MissFortune,,Double Up,"Miss Fortune fires a bullet at an enemy, damaging them and a target behind them. Both strikes can also apply Love Tap."
MissFortune,,Strut,"Miss Fortune passively gains Move Speed when not attacked. This ability can be activated to grant bonus Attack Speed for a short duration. While it's on cooldown, Love Taps reduce the remaining cooldown of Strut."
MissFortune,,Make It Rain,"Miss Fortune reveals an area with a flurry of bullets, dealing waves of damage to opponents and slowing them."
MissFortune,,Bullet Time,"Miss Fortune channels a barrage of bullets into a cone in front of her, dealing large amounts of damage to enemies. Each wave of Bullet Time can critically strike"
Vex,Passive,Doom 'n Gloom,"Vex periodically becomes empowered, causing her next basic Ability to fear enemies and interrupt dashes. Whenever a nearby enemy dashes, Vex applies a mark that can be consumed for bonus damage that also reduces the cooldown of her empowered state."
Vex,Q,Mistral Bolt,Launch a damaging missile that accelerates mid-flight.
Vex,W,Personal Space,Gain a shield and damage nearby enemies.
Vex,E,Looming Darkness,Summon a damaging and slowing zone that applies Gloom to enemies.
Vex,Ultimate,Shadow Surge,Fire a missile that marks an enemy champion.  Recast to dash to them and deal damage.
Kaisa,Passive,Second Skin,"Kai'Sa's basic attacks stack Plasma, dealing increasing bonus magic damage. Allies' immobilizing effects help stack Plasma. Additionally, Kai'Sa's item purchases upgrade her basic spells to have more powerful properties."
Kaisa,Q,Icathian Rain,Kai'Sa shoots a swarm of missiles that seek out nearby targets.<br><br>Living Weapon: Icathian Rain is upgraded to shoot more missiles.
Kaisa,W,Void Seeker,"Kai'Sa shoots a long range missile, marking enemies with her passive.<br><br>Living Weapon: Void Seeker is upgraded to apply more passive marks and reduce cooldown on champion hit."
Kaisa,E,Supercharge,"Kai'Sa briefly increases her Move Speed, then increases her Attack Speed.<br><br>Living Weapon: Supercharge is upgraded to briefly grant Invisibility."
Kaisa,Ultimate,Killer Instinct,Kai'Sa dashes near an enemy champion.
Taric,Passive,Bravado,"Spellcasts empower Taric's next 2 basic attacks to deal bonus magic damage, reduce his spell cooldowns, and attack in quick succession."
Taric,Q,Starlight's Touch,Heals nearby allied champions based on charges stored. Bravado-empowered attacks grant a charge of Starlight's Touch.
Taric,W,Bastion,Passively increase the Armor of Taric and any allied champion with Bastion.<br><br>Actively shields an ally and grants them Bastion for as long as they remain near Taric. Taric's spells also cast off the ally with Bastion.
Taric,E,Dazzle,"Taric readies a beam of starlight that, after a brief delay, deals magic damage and stuns enemies."
Taric,Ultimate,Cosmic Radiance,"Pulses cosmic energy onto nearby allied champions after a delay, making them invulnerable for a short duration."
Cassiopeia,Passive,Serpentine Grace,"Cassiopeia gains Move Speed per level, but she cannot purchase Boots items."
Cassiopeia,Q,Noxious Blast,"Cassiopeia blasts an area with Poison after a brief delay, granting her increased Move Speed if she hits an enemy champion."
Cassiopeia,W,Miasma,"Cassiopeia releases several clouds of poison, slowing, grounding, and lightly damaging enemies that pass through them. Grounded enemies cannot use Movement abilities."
Cassiopeia,E,Twin Fang,"Cassiopeia lets loose an attack that deals increased damage to Poisoned targets and heals her for a percentage of the damage dealt. If the target dies from this attack, Cassiopeia regains Mana."
Cassiopeia,Ultimate,Petrifying Gaze,"Cassiopeia releases a swirl of magical energy from her eyes, stunning any enemies in front of her that are facing her and slowing any others with their back turned."
